Drug,ATC3
rizatriptan,A06A
rizatriptan,B05C
rizatriptan,L04A
rizatriptan,N02C
fluticasone-umeclidin-vilanter,B05C
"Zenpep (25,000/85,000/136,000)",R05D
"Zenpep (25,000/85,000/136,000)",B05C
NovoLOG Mix 70-30 U-100 Insulin,B05C
sod,B05C
Beclomethasone Dipro. AQ (Nasal),B05C
Code EPA/DHA 26,B05C
Code EPA/DHA 26,J01D
Yasmin (28),B05C
Ambien (BRAND NAME),B05C
Docusate Sodium (Liquid),A06A
Docusate Sodium (Liquid),B05C
Levalbuterol,R03A
Levalbuterol,B05C
Tacrolimus,A12C
Tacrolimus,D11A
Tacrolimus,B05C
Tacrolimus,A04A
Systane Nighttime opth oint,B05C
Victoza 3-Pak,A01A
Victoza 3-Pak,A10B
Victoza 3-Pak,A06A
Victoza 3-Pak,B05C
Victoza 3-Pak,C07A
D5W (Glass Bottle),B05C
selenium methionine,B05C
5% Dextrose (EXCEL BAG),B05C
Xeljanz XR,A06A
Xeljanz XR,B05C
sodium bicarbonate (bulk),B05C
D5W (Excel),B05C
hydrocortisone-pramoxine,A01A
hydrocortisone-pramoxine,B05C
Oxiconazole Nitrate,B05C
sodium bicar,B05C
Simponi (golimumab),B05C
Kelnor 1/35 (28),B05C
%,A12C
%,S01A
%,C01B
%,B05C
%,S01E
%,D05A
%,S01K
%,N01B
%,R03A
%,S01H
%,S01F
%,M02A
Systane Nighttime (white petrolatum-mineral oiL),B05C
5,C01B
5,B05C
5,S01E
5,D05A
5,S01K
5,N01B
5,S01H
5,M02A
cascara segrada,B05C
cevimeline,A01A
cevimeline,A06A
cevimeline,B05C
cevimeline,N07A
cevimeline,R03A
cevimeline,N02C
cevimeline,N03A
cevimeline,A12A
ibrutinib (Imbruvica),A10B
ibrutinib (Imbruvica),A06A
ibrutinib (Imbruvica),B05C
Potassium Chl 40 mEq / 1000 mL D5W,B05C
Sodium Thiosulfate,B05C
Potassium Chl 20 mEq / 1000 mL D5 1/2 NS,B05C
dutasteride (Avodart),B05C
ATRIPLA ,N03A
ATRIPLA ,B05C
Zantac 75,N05B
Zantac 75,B05C
norethindrone (contraceptive) ,B05C
Deplin (algal oil),B05C
Junel FE 1.5/30 (28),A12C
Junel FE 1.5/30 (28),N02A
Junel FE 1.5/30 (28),A06A
Junel FE 1.5/30 (28),B05C
Junel FE 1.5/30 (28),J01D
Junel FE 1.5/30 (28),A02B
Junel FE 1.5/30 (28),D04A
Junel FE 1.5/30 (28),C01E
Junel FE 1.5/30 (28),N03A
Dextrose 5%,B05C
sodium Bica,B05C
Axid,B05C
Excedrin Extra Strength,A12C
Excedrin Extra Strength,A06A
Excedrin Extra Strength,N05B
Excedrin Extra Strength,A12A
Lactulose Enema,A06A
Emtricitabine/rilpivirine/tenofovir,A06A
Rythmol (brand name),A06A
Avodart (dutasteride),G04C
Avodart (dutasteride),A06A
oxycodone,A06A
Nexavar,N05A
Nexavar,A06A
Nexavar,L01X
Byetta (Exenatide),A06A
Byetta (Exenatide),H04A
Byetta (Exenatide),C09A
mannitoL 20 %,A06A
Lidocaine 2% 20mL VIAL,A06A
Lidocaine 2% 20mL VIAL,C07A
Oxytrol For Women,N03A
Oxytrol For Women,A06A
TraZODone 25mg HALFTAB,A06A
glatiramer,A12C
glatiramer,A06A
glatiramer,L03A
glatiramer,B03B
Docusate S,A06A
Berinert,A06A
PROzac Brand (fluoxetine),A06A
QNASL beclomethasone dipropionate,A06A
levalbuterol HCl neb.,A06A
Magnesium ,A06A
linaCLOtide ,A06A
Artificial Tea,A06A
Probiotic & Acidophilus,A06A
NovoLOG FLEXPEN,A06A
NovoLOG FLEXPEN,N02A
Docusate,A06A
Cilostazol (Pletal),A06A
Sprintec (28),A12C
Sprintec (28),A06A
Sprintec (28),A02B
Sprintec (28),C01E
Sprintec (28),N05B
bisac,A06A
Yuvafem vaginal tablet suppository,A06A
Clindamycin Gel,A06A
methylcellulose (laxative),A06A
HumaLOG Mix 50-50 KwikPen,A06A
ketotifen fumarate (Alaway),A06A
icosapent ethyl,A06A
Colesevelam (Welchol),A06A
Lodine,A06A
Lodine,A04A
montelukast,A12C
montelukast,A06A
Jolessa (levonorgestrel-ethinyl estradiol,A06A
Limbitrol,L04A
Limbitrol,A06A
Keppra XR 750mg,A06A
Sodium Chloride,A12C
Sodium Chloride,A06A
Sodium Chloride,J01F
AH Topical Gel,N05A
AH Topical Gel,A06A
isradipine,N05A
isradipine,A06A
isradipine,N02A
diphenhydrAMINE HCl,A06A
diphenhydrAMINE HCl,D04A
docusate sodium,A06A
Propafenone,A06A
Arginine (L-arginine) (bulk),A06A
Galantamine,A06A
Galantamine,N06D
Penicillamine (Cuprimine),A06A
Mannitol 20 %,A06A
Neupro (rotigotine) 8mg/24hour,A06A
capmatinib,A06A
capmatinib,N02A
cycloSPORINE,L04A
cycloSPORINE,A06A
Ofloxacin,C10A
Ofloxacin,A06A
Ofloxacin,J01M
Ofloxacin,C02D
Florajen,A06A
Focalin XR,A06A
Sorbitol,A06A
EMSAM,A06A
arti,A06A
hydroxyprogesterone,A06A
artif,A06A
Bisacodyl (Rectal),A06A
Sorbitol-Saccharin,A06A
Vitamin B12-Folic Acid,A06A
akwa,A06A
Docusate ,A06A
fentaNYL,A06A
fentaNYL,N01A
Prenatal Multi + DHA,A06A
Prenatal Multi + DHA,A03F
Prenatal Multi + DHA,N05B
Tylenol PM Extra Strength,A12C
Tylenol PM Extra Strength,A01A
Tylenol PM Extra Strength,N05A
Tylenol PM Extra Strength,A06A
Tylenol PM Extra Strength,M03B
Tylenol PM Extra Strength,A12A
Cyanocobalamin (vitamin B-12),A06A
Citrucel,A06A
Citrucel,A04A
Citrucel,N03A
Citrucel,G04B
Citrucel,A12A
zinc gluconate,A06A
Lubiprostone,N03A
Lubiprostone,A06A
Aromasin,L02B
Aromasin,A06A
Cephalexin,A06A
Cephalexin,N02A
Cephalexin,J01D
Triamcinolone Acetonide,A01A
Triamcinolone Acetonide,A06A
Triamcinolone Acetonide,H03A
Triamcinolone Acetonide,D04A
Lo-Ovral (28),N05A
Lo-Ovral (28),A06A
Lo-Ovral (28),C03D
ivosidenib,A06A
Cyanocobalamin (vitamin B-12) 1000mcg tab,A06A
oxybutynin chloride ER,A06A
Systane Gel*NF* (artificial tears(hypromellose,A06A
bisaco,A06A
Calcium-Mag Oxide-Vitamin D3,A06A
RAW MEAL ENERGY,A06A
Lidocaine 1% P.F. 2mL AMP,A06A
Naloxone,A06A
Ruxolitinib ,A06A
estradiol ,A06A
cefadroxil,N02A
cefadroxil,A06A
cefadroxil,A12A
cefadroxil,A11G
cefadroxil,C07A
MENINGOcoccal Conj Vaccine (Menomune),A06A
Enasidenib,A06A
abacavir-lamivudine,A01A
abacavir-lamivudine,A06A
abacavir-lamivudine,N02A
Taclonex,A06A
Ipratropium bromide,A06A
Co Q-10,A12C
Co Q-10,N02A
Co Q-10,C01C
Co Q-10,A06A
Co Q-10,C10A
Biotene Dry Mouth,A06A
Amnesteem,R06A
Amnesteem,A06A
Amnesteem,S01F
encorafenib,A06A
encorafenib,N05B
encorafenib,C09A
Glycerin Supps,A06A
Ocuvite,N02A
Ocuvite,A06A
Ocuvite,C08C
Ocuvite,C10A
Ocuvite,A12A
Ocuvite,C07A
Artificial Tear,A06A
mercaptopurine,A06A
mercaptopurine,L01B
Incruse Ellipta 62.5mcg,A06A
LeVETiracetam,N03A
LeVETiracetam,A06A
Lactobacillus Acidophilus-Pectin,A06A
Dexmethylphenidate,A06A
glycerin (adult),A06A
Docusat,A06A
Tinactin,A06A
proGESTerone,A06A
proGESTerone,G03D
Prefera-OB Plus DHA,A06A
Artifici,A06A
Bisaco,A06A
loratadine,R06A
loratadine,A06A
fesoterodine,A06A
Divigel,A06A
Divigel,A04A
Divigel,D04A
tolterodine,A06A
Aimovig Autoinjector,A06A
pramlintide,N03A
pramlintide,A06A
Sancuso,A02B
Sancuso,A06A
Sancuso,A04A
Humalog KwikPen Insulin,A06A
estrogens-methyltestosterone,A06A
dalteparin (porcine),A06A
dalteparin (porcine),C07A
Oxymorphone,A06A
Insulin Detemir (levemir),A06A
Olux-E,A06A
Docusa,A06A
Codeine Elixir,A06A
Caltrate,A06A
Magnesium Sulfate Replacement (Oncology),A06A
Magnesium Sulfate Replacement (Oncology),D04A
Progesterone/E2/E3/DHEA/TESTOSTERONE,A06A
Jalyn,A06A
Jalyn,N02A
Butrans,N05A
Butrans,A06A
Butrans,C08D
Butrans,A12A
Cetaphil Moisturizing,C10A
Cetaphil Moisturizing,A06A
Domperidone (Motilium),A06A
Insulin Detemir (Levemir),A06A
Orsythia (levonorgestrel 0.1mg & ethinyl estradiol 0.02mg,A06A
Retaine MGD (PF),A06A
Levetiracetam XR,A06A
drospirenone-ethinyl estradiol,N03A
drospirenone-ethinyl estradiol,A06A
drospirenone-ethinyl estradiol,D10A
Pepcid Complete,A02B
Pepcid Complete,A06A
Pepcid Complete,C08C
Micardis HCT,A06A
Micardis HCT,J01D
activated charcoal,A06A
Ibrance,A06A
Armour Thyroid,A02B
Armour Thyroid,A01A
Armour Thyroid,A06A
Phytonadione,A06A
Phytonadione,B02B
levmetamfetamine,A06A
RhoGam Ultra-Filtered,A06A
Amitiza,N03A
Amitiza,N05A
Amitiza,A06A
Amitiza,R03A
Ultra B-100 Complex,A06A
Chelated Zinc,A06A
Hydroxyprogesterone Capr(Bulk),A06A
Hydroxyprogesterone Capr(Bulk),D04A
naloxegol (Movanitk),A06A
Docus,A06A
Fish oil Adult Gummies,A06A
norethindrone (contraceptive),A01A
norethindrone (contraceptive),D11A
norethindrone (contraceptive),A06A
norethindrone (contraceptive),C08C
norethindrone (contraceptive),P01B
norethindrone (contraceptive),G03A
Magnesium Citrate,A06A
Itraconazole,R03D
Itraconazole,A06A
Itraconazole,J02A
lutein-zeaxanthin,A06A
Tirosint,A01A
Tirosint,A06A
Tirosint,C07A
Refresh P.M.,A06A
Womens One Daily,A06A
benazepril-hydrochlorothiazide,A06A
Lovaza,A02B
Lovaza,A06A
Lovaza,N02A
Magnesium Sulfate (Latex Free),A06A
lithium carbonate,A06A
Do,A06A
Lumigan 0.03% Ophth  (*NF*),A06A
tetrabenazine (Xenazine) 25mg tab,A06A
rizatriptan(Maxalt),A06A
metformin,H03A
metformin,A06A
Travoprost,N03A
Travoprost,A06A
Travoprost,S01E
lefl,L04A
lefl,A06A
Lidocaine (Bulk),A06A
Lidocaine (Bulk),N02A
Travoprost ,A06A
Mineral Oil,A06A
carbamazepine,A02B
carbamazepine,A01A
carbamazepine,A06A
carbamazepine,N03A
Docusate Sodi,A06A
Thiamine,A06A
Thiamine,A11D
Xyzal,N03A
Xyzal,G03C
Xyzal,A06A
Combigan(brimonidine-timolol),A06A
Copaxone (Glatiramer),A06A
diclofenac,A06A
Acetylcysteine 20% (Ora 4mL VIAL,A06A
Estazolam,A06A
Estazolam,D04A
Cyclobenzaprine,M03B
Cyclobenzaprine,A06A
eye lubricant combination no.1,A06A
Voltaren (diclofenac gel 1%),A06A
dulcolax,A06A
Femara,L02B
Femara,A06A
Exjade 125mg,A06A
imiquimod,A06A
imiquimod,D06B
Mekinist (trametinib),A06A
Tasigna (nilotinib),A06A
Fenoglide (Fenofibrate),A06A
prenatal multivit-Ca-min-Fe-FA,A06A
olaparib ,A06A
Docusate Sod,A06A
lactul,A06A
amitriptyline,A12C
amitriptyline,A06A
amitriptyline,J01D
Prenatal Multi,A12C
Prenatal Multi,A06A
Prenatal Multi,A07E
Coenzyme Q10,N03A
Coenzyme Q10,A06A
Coenzyme Q10,R03A
mometasone-formoterol,N05A
mometasone-formoterol,A06A
mometasone-formoterol,A01A
WelChol,N03A
WelChol,A06A
WelChol,H04A
WelChol,C10A
Metaproterenol,A01A
Metaproterenol,A06A
Proventil HFA,A06A
Proventil HFA,R03A
Pifeltro,A06A
Tirosint (Levothyroxine),A06A
Tirosint (Levothyroxine),A12A
Phospholine Iodide,J01M
Phospholine Iodide,A06A
Phospholine Iodide,N02A
Zymaxid 0.5%,A06A
lubiprostone,A06A
prenatal vitamins plus,A06A
Premarin,G03C
Premarin,A06A
Ocella 3mg - 0.03mg TAB,A06A
Creatine Monohydrate,N03A
Creatine Monohydrate,A06A
COMBIVENT RESPIMAT,A06A
progesterone (bulk),A06A
nedocromil 2%,A06A
Epsom Salt,A06A
Lactulose,A06A
Lactulose,C01A
creatine ,A06A
Lumigan (BIMATOPROST),A06A
suvorexant 20mg tab (Belsomra),A06A
Mirapex ER(pramipexole),A06A
Mirapex ER(pramipexole),C09A
Xgeva,A06A
Sen,A06A
GenTeal Gel,M03B
GenTeal Gel,A06A
GenTeal Gel,A12A
GenTeal Gel,D04A
exenatide,A06A
Iquix,A06A
Iquix,A12A
Artificial ,A06A
mometasone-formoterol 200-5 mcg,A06A
Docusate Sodium,A06A
Docusate Sodium,R03A
thioguanine,A06A
thioguanine,D04A
ginger (Zingiber officinalis),A06A
KePPRA XR (levetiracetam XR) 500mg TAB,A06A
Docusate So,A06A
Rapaflo,C01D
Rapaflo,A06A
Rapaflo,A12A
ZYRtec,R06A
ZYRtec,A06A
ZYRtec,M01A
Hyaluronidase,A02B
Hyaluronidase,N05A
Hyaluronidase,A06A
Hyaluronidase,B06A
PHENYLEPHrine (Premix),C01D
PHENYLEPHrine (Premix),A12C
PHENYLEPHrine (Premix),A06A
glutathione (bulk),A06A
Avodart  0.5MG,A06A
Avodart  0.5MG,A07E
methylnaltrexone,A12C
methylnaltrexone,A06A
creatine monohydrate,A06A
Armodafinil,A06A
Senna,A02B
Senna,A06A
fexofenadine-pseudoephedrine,A06A
Asmanex HFA,A06A
Asmanex HFA,N02A
calcium citrate,A12C
calcium citrate,A06A
calcium citrate,A02B
calcium citrate,H03A
calcium citrate,A12A
Alaway,A06A
Janumet 50-500mg,A06A
Abiraterone (Zytiga),A06A
Creon 24 Capsules,G04C
Creon 24 Capsules,A06A
Magnesium Sulfate Replacement (Critical Care and Oncology),A06A
Methysergide ,A06A
Mega Multivitamin with Mineral,A06A
docusate,A06A
docusate,R05D
Axid AR,A06A
Everolimus,A02B
Everolimus,A06A
Everolimus,N05B
Everolimus,J01D
INV-Lenalidomide,A06A
Levetiracetam,N03A
Levetiracetam,A06A
Levetiracetam,N05B
Hydroxyzine HCl,N03A
Hydroxyzine HCl,A06A
Hydroxyzine HCl,N05B
Lipoic Acid,N03A
Lipoic Acid,A12C
Lipoic Acid,A06A
Aminopyridine,A06A
Aminopyridine,A03F
alfuzosin ER,A02B
alfuzosin ER,A06A
Hydromorphone/Bupivicaine,A06A
Biscolax,A06A
PreserVision Areds 2    ,A06A
tryptophan,A06A
arimidex,L02B
arimidex,A06A
Mevacor,A02B
Mevacor,A06A
Mevacor,D04A
Xtandi (enzalutamide),A06A
Stalevo 75 (carbidoba-levodpa-entacapone),A06A
Desvenlafaxine (Pristiq),A06A
Astepro 0.15% Nasal spray,A06A
varenicline,A02B
varenicline,A01A
varenicline,A06A
Androxy,A02B
Androxy,A06A
tenofovir alafenamide fumarate,A06A
tenofovir alafenamide fumarate,A07E
Mysoline,N03A
Mysoline,A01A
Mysoline,A06A
Flintstones Multivitamin,N05A
Flintstones Multivitamin,A06A
Flintstones Multivitamin,J01M
Naloxone HCl,A06A
lorazepam,A12C
lorazepam,N05A
lorazepam,N02A
lorazepam,A06A
lorazepam,N05B
lorazepam,A12A
Tykerb 250mg tab,A06A
magnesium sulfate,A06A
Claravis,A06A
Claravis,J01D
Systane (PF),A06A
interferon beta-1b (Betaseron),A06A
amiodarone,A06A
amiodarone,C01B
Interferon Beta-1b,A06A
Felbamate,N03A
Felbamate,A06A
Sterile Water,A06A
oxiconazole nitrate,A06A
Carbidopa-Levodopa,N04B
Carbidopa-Levodopa,A06A
JanUMET,A06A
JanUMET,N02A
JanUMET,N05B
Emend,A06A
Emend,C09A
Opana ER,A06A
Opana ER,N02A
Opana ER,N01A
Vitamin C,A06A
Vitamin C,N02A
Gattex One-Vial,A06A
Thyrosol,A06A
Imbruvica (ibrutinib),A06A
liotrix,H03A
liotrix,A06A
N-Acetyl-L-Cysteine,N03A
N-Acetyl-L-Cysteine,A06A
Veletri,A06A
Asmanex Twisthaler,A01A
Asmanex Twisthaler,A06A
Asmanex Twisthaler,A02B
Asmanex Twisthaler,A04A
Asmanex Twisthaler,A12A
galantamine ER 16mg CAP,A06A
Afrin Sinus No Drip,A06A
Afrin Sinus No Drip,A12A
XyliMelts (xylitol),A06A
Morphine Topical Gel,A06A
mannitol 20 %,A06A
docu,A06A
Requip,N04B
Requip,A06A
ZyrTEC,A12C
ZyrTEC,A06A
ZyrTEC,N01A
ZyrTEC,R06A
Magnesium Sulfate (OB),A06A
Dulera MDI,A06A
cycloSPORINE 1% drops,A06A
Sandostatin LAR Depot,A06A
Methysergide (Bulk),A06A
Mucinex DM,R05C
Mucinex DM,A06A
Soriatane ,A06A
Prenatal with DHA & folic acid,A06A
Lipitor,C10A
Lipitor,A06A
Lipitor,C02D
Benzaclin,A06A
Benzaclin,N05B
Aciphex ec,A06A
Dexmethylphenidate ER,A06A
Xulane,A02B
Xulane,A06A
Docusate Sodiu,A06A
magnesium chloride,A01A
magnesium chloride,A06A
topiramate,N03A
topiramate,A06A
topiramate,A12A
milnacipran 50mg tablet,A06A
Prevacid SoluTab,A06A
Prevacid SoluTab,N02A
Propranolol,A06A
Propranolol,N01A
Propranolol,C07A
milnacipran,N03A
milnacipran,A01A
milnacipran,A06A
milnacipran,N01A
Levodopa-benserazide,N04B
Levodopa-benserazide,A06A
Levodopa-benserazide,J01M
Ferrous Gluconate,A06A
ropinirole 8mg ER,A06A
Rasagiline (Azilect)  1mg tab,A06A
Rasagiline (Azilect)  1mg tab,D04A
vitamin B-50 complex,A06A
Estradiol-Levonorgestrel,A06A
Estradiol-Levonorgestrel,N05B
Trileptal (oxcarbazepine) 150mg tab,A06A
desvenlafaxine succinate,A12C
desvenlafaxine succinate,A01A
desvenlafaxine succinate,N02A
desvenlafaxine succinate,A06A
desvenlafaxine succinate,A12A
pseudoephedrine HCl,A06A
Lumigan 0.01% opth sol,A06A
docosahexaenoic acid,A06A
Lidocaine 5% Patch,A06A
Lidocaine 5% Patch,C01B
Multaq (dronedarone),A06A
Prenate Elite ,A06A
Lysine,A06A
Lysine,C07A
Insulin 50/50,A06A
Erythromycin 0.5% Ophth Oint,A06A
Erythromycin 0.5% Ophth Oint,D10A
Xeljanz 5mg,A06A
dutasteride 0.5mg,A06A
droxidopa,N03A
droxidopa,A06A
droxidopa,N02A
White Petrolatum-Mineral Oil,A06A
levalbuterol tartrate 45 mcg/actuation,A06A
Mucinex Fast-Max DM Max,A06A
ranitidine HCl,A02B
ranitidine HCl,H03A
ranitidine HCl,A06A
Artificial Tear Ointment,A06A
Dulcolax (bisacodyl),A06A
glecaprevir-pibrentasvir,A06A
Rabeprazole,A01A
Rabeprazole,A06A
Rabeprazole,A03A
Centrum Specialist Prenatal DHA Softgel,A06A
Multaq,A06A
Multaq,N02A
Docu,A06A
Benadryl Itch Stopping,A06A
Mannitol,A06A
Oxycodone,A06A
Azurette 0.15mg/0.02mg/0.01mg,A06A
Coreg,A06A
Coreg,C09C
nitroglycerin/lidocaine,A06A
Protonix,A02B
Protonix,A06A
Protonix,C09A
Halobetasol Propionate Oint 0.05%,A06A
Tricor,C10A
Tricor,A06A
Ziac,A06A
"Viokace 20880,78300,78300",A06A
Dexedrine Spansule,A06A
Nifedipine 0.2% Oint,A06A
FIRST-Mouthwash BLM,A06A
Forteo (teriparatide),A06A
Forteo (teriparatide),A04A
Methylnaltrexone,A06A
Diazepam/Lidocaine Supp,N03A
Diazepam/Lidocaine Supp,A06A
Ruxolitinib,A01A
Ruxolitinib,A06A
Ruxolitinib,B03B
magnesium orotate,A06A
Meclizine,A01A
Meclizine,A06A
Meclizine,R06A
traMADol-acetaminophen,A06A
Tafinlar,C01E
Tafinlar,A06A
Farxiga,A06A
Tegretol,N03A
Tegretol,A06A
Tegretol,D06A
Vitron-C,A06A
Carboxymethylcellulose Sodium,A06A
Advil Cold & Sinus,A06A
Voxtalisib,A06A
PHENYLEPHrine (for dilu 60mg/6mL,A06A
bisacodyl,R05C
bisacodyl,A06A
phenobarbital,N03A
phenobarbital,A06A
phenobarbital,C01C
phenobarbital,M05B
Pataday,A06A
Haloperidol TOPICAL GEL (C-AH),A06A
Tecfidera  240mg CAP(dimethyl fumarate),A06A
Ingrezza,N05A
Ingrezza,R03A
Ingrezza,C02C
Lenalidomide Capsules,N02A
Lenalidomide Capsules,R03A
N-acetyl-cysteine,R03A
Ocean Nasal,R03A
Prilosec OTC,R03A
Prenatal-Folic Acid,R03A
Albuterol,R03A
Climara,R03A
Fluticasone-Salmeterol Diskus (100/50),R03A
Dulera (mometasone/formoterol),R03A
Amphetamine-Dextroamphetamine,N06B
Amphetamine-Dextroamphetamine,R03A
itraconazole (bulk),R03A
carvedilol,N05A
carvedilol,R03A
carvedilol,C07A
Oxistat,R03A
8,G01A
8,R03A
Symbicort 160mcg/4.5mcg Inhaler,R03A
Formoterol Fumarate,R03A
.,A12C
.,C02A
.,S01A
.,S01E
.,D05A
.,S01K
.,N01B
.,R03A
.,S01H
.,G01A
.,M02A
Fish Oil,N03A
Fish Oil,R03A
Fish Oil,C08C
Albuterol ,R03A
Albuterol Sulfate (Extended Release),R03A
3,R03A
Fluticasone-Salmeterol,R03A
Fluticasone-Salmeterol,H04A
Symbicort 160 mcg-4.5 mcg/actuation,R03A
Orsythia ,R03A
Os-Cal 500 + D,D11A
Os-Cal 500 + D,R03A
Os-Cal 500 + D,C10A
Os-Cal 500 + D,B03B
Os-Cal 500 + D,A11C
Os-Cal 500 + D,A12A
Verelan PM,N02A
Verelan PM,R03A
semaglutide,R03A
albuterol,R03A
adva,R03A
Albuterol Sulfate,R03A
BuPROPion  XL,R03A
fluoxetine,A02B
fluoxetine,A01A
fluoxetine,R03A
fluoxetine,C01E
Albuterol MDI,R03A
Zantac Maximum Strength,A12C
Zantac Maximum Strength,N02A
Zantac Maximum Strength,R03A
Zantac Maximum Strength,C08C
albut,R03A
Voltaren gel 1%,R03A
Fluticasone-Salmeterol Diskus (250/50) ,R03A
Foradil Aerolizer,C10A
Foradil Aerolizer,A10B
Foradil Aerolizer,G04C
Foradil Aerolizer,R03A
albuterol ,R03A
Albuterol 0.5%,R03A
Zomig ZMT,R03A
Ventolin HFA,R03A
Ventolin HFA,A07E
alectinib,R03A
albuter,R03A
Ciclodan,R03A
Theo-24,R03A
Buprenorphine-Naloxone (8mg-2mg),N02A
Buprenorphine-Naloxone (8mg-2mg),R03A
Ventolin CFC,R03A
cranberry,N01A
cranberry,R03A
thyroid (pork) Ext/T2,R03A
magnesium oxide,C05A
magnesium oxide,J01M
magnesium oxide,R03A
magnesium oxide,J01D
Terbutaline Sulfate,R03A
Ventolin ,R03A
Brovana (arformoterol),D01A
Brovana (arformoterol),R03A
Brovana (arformoterol),M01A
atorvastatin,C10A
atorvastatin,R03A
Cresemba,A12C
multivitamin with minerals,A12C
menthol,A12C
Alpha Lipoic Acid,A12C
nortriptyline,J01M
nortriptyline,A12C
nortriptyline,N02A
Spectazole (Econazole),A12C
Trametinib,A12C
Tadalafil,A12C
Tadalafil,C03D
Gildess,A12C
diclofenac topical gel 1%,A12C
nintedanib 150mg,A12C
dicyclomine,A12C
dicyclomine,A03A
Lumigan 0.01% OPHTH Solution ,A12C
AZILECT 0.5 MG TAB,A12C
Linzess 72 mcg capsule,A12C
Droxidopa,A12C
Benadryl Itch Stopping Cream,A12C
Cannabidiol,A12C
Cranberry Concentrate,A12C
Enablex (darifenacin) 15mg tab,A12C
Ombitasvir/Paritaprevir/ritonavir,A12C
Sodium Chloride 0.9% (Sterile),A12C
Sodium Chloride 0.9 % INHALED,A12C
Dexamethasone Oral Soln (0.1mg/1mL),A12C
Dexamethasone Oral Soln (0.1mg/1mL),A01A
Ibuprofen,A12C
Ibuprofen,C01E
fexofenadine,A12C
fexofenadine,A12A
amphotericin B (bulk),A12C
metoprolol succinate,A12C
everolimus 10mg,A12C
Mestinon,A12C
Mestinon,R05C
Mestinon,D04A
NS Epidural Bag (0.9% NaCl),A12C
Aciphex (RABEprazole) 20 mg,A12C
Simethicone 80mg TAB,A12C
paricalcitol,A12C
B-12 (methylcobalamin),A12C
benzonatate,A12C
benzonatate,R05D
Captopril (Capoten),A12C
Zolmitriptan (Zomig) ,A12C
Dutasteride,A12C
Dutasteride,N01A
Dutasteride,N03A
Dutasteride,H03A
Dutasteride,G04C
rabeprazole,A12C
rabeprazole,A07D
rabeprazole,N02C
Cyto-Q liposomal ubiquinol,A12C
Sodium Chloride 0.9%,A12C
NF-Tetrahydrozoline 0.05%,A12C
Sodium Chloride 0.9% (P.F.),A12C
oxybutynin  chloride ER,A12C
chlorhexidine gluconate,A12C
chlorhexidine gluconate,A01A
0.9% Sodium Chloride,A12C
Prenatal DHA & Folic Acid,A12C
Sodium Chloride 5 %,A12C
lidocaine,A12C
lidocaine,C01B
Paregoric,A12C
Sodium Chloride 0.9%  Flush for CRRT,A12C
AmLactin,A12C
AmLactin,C01B
Ipratropium-Albuterol Neb,A12C
nisoldipine,A12C
Ipratropium-Albuterol Ne 3mL INH,A12C
Ultra Flora Plus,A12C
normal sal,A12C
Desogen,A12C
Tetrahydrozoline,A12C
Soriatane CK,A12C
Carbidopa-Levodopa-Entacapone,A12C
NS (Excel),A12C
Muro-128,A12C
diclofenac-misoprostol,A12C
Venclexta,A12C
Sodium Chloride 0.9%  Flush,A12C
Caltrate-600 Plus Vitamin D3,A12C
Caltrate-600 Plus Vitamin D3,N02A
Caltrate-600 Plus Vitamin D3,N05B
Caltrate-600 Plus Vitamin D3,D04A
NS (Mini Bag Plus),A12C
Creon dr,A12C
(0.9% NaCl),A12C
Lialda DR ,A12C
Normal Saline Flush,A12C
levothyroxine (T-4),A12C
timolol 0.5%,A12C
potassium citrate tablets,A12C
Ocuvite Lutein,A12C
Olanzapine,A12C
Olanzapine,N05A
Dextromethorphan Poly Complex,A12C
Dextromethorphan Poly Complex,R05D
Centrum Silver Multivitamin,A12C
Combigan (brimonidine 0.2%/timolol 0.5%)                       ,A12C
Duopa,A12C
BromSite,A12C
Jantoven,A12C
Jantoven,C02D
Restasis 0.05% Opthalmic Soln,A12C
LaMICtal (Brand Name),A12C
AcipHex,A12C
Atropine Sulfate (Bristojet),N03A
Atropine Sulfate (Bristojet),A12C
Atropine Sulfate (Bristojet),N01A
Atropine Sulfate (Bristojet),C02D
Ivermectin 1 % topical cream,A12C
Camila (Norethindrone) 0.35mg tab,A12C
levemir,N03A
levemir,A12C
levemir,C01B
levemir,D06A
Agrylin (anagrelide) 0.5mg CAP,A12C
Agrylin (anagrelide) 0.5mg CAP,L01X
lansoprazole,A02B
lansoprazole,A12C
lansoprazole,D06A
lansoprazole,H03A
azelaic acid,A12C
azelaic acid,C01B
azelaic acid,C01E
Bosentan,A12C
Bosentan,N02A
Bosentan,J01D
HYDROmorphone (PF)-0.9 % NaCl,A12C
cholestyramine-aspartame,C10A
cholestyramine-aspartame,A12C
Sodium chloride 0.9 %,A12C
Ambrisentan (Letairis),A12C
ipratropium bromide 0.06%,A12C
Loperamide-Simethicone,A12C
VSL#3 DS,A12C
netarsudiL 002%-latanoprost 0.005%,A12C
Fragmin (Dalteparin),A12C
Spectravite Adult,A12C
0.9% Sodium Chloride (EXCEL BAG),A12C
OxyCODONE Liquid,A12C
OxyCODONE Liquid,N02A
Oxcarbazepine(Trileptal),A12C
Oxcarbazepine(Trileptal),N05B
Vemurafenib (Vemurafenib),A12C
Vemurafenib (Vemurafenib),A04A
Azasite,A02B
Azasite,A12C
Azasite,N02A
